Year,Month,Day,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value
2016,1,6,0,0,,,0,10.5,,,0,,0,,0.5,0,1,4.5,,0,0,,,,0,
2016,1,7,0,0.9,,,19.5,67,,,0,,0,,44.5,0.5,0.5,0,,0,2,,,,0,
2016,1,8,0,32.8,,,1.4,3.5,,,0,,0,,6.5,2,6.5,0,,0,12,,,,0,
2016,1,9,0,38.4,,,0,0,,,0.5,,8.5,,10,0,11,28.5,,0,11.5,,,,1,
2016,1,10,0,0,,,0,0,,,0,,0,,10,0.5,19,12.5,,0,0.5,,,,0,
2016,1,11,0,0,,,0,5,,,0,,0,,8.5,0,7,9,,0,0,,,,0,
2016,1,12,0,0,,,7,0,,,0,,0,,16,0,0,2,,0,8.5,,,,0,
2016,1,13,0,0,,,2.2,0,,,0,,0,,0,0.5,18,0,,0,0,,,,0.5,
2016,1,14,0,0,,,0,1,,,0,,0,,0,0,34.5,5,,0,0,,,,0,
2016,1,15,0,0,,,0,9.5,,,0.5,,1.5,,14.5,0.5,16,0,,0,0,,,,0,
2016,1,16,Trace,0,,,0,13,,,3,,0,,1.5,0,27.5,0,,0,0,,,,0,
2016,1,17,Trace,0,,,0.3,4,,,0,,1.5,,0,0,2,0,,0,0,,,,0,
2016,1,18,Trace,0,,,1.9,14,,,0,,0,,0,0,0,0,,0,0,,,,0,
2016,1,19,25.2,0,,,49.3,2.5,,,0.5,,0,,0,2,113.5,0,,0,0,,,,0,
2016,1,20,0.9,0,,,35.3,0,,,0,,0,,0,1,41,45.5,,0,28.5,,,,0,
2016,1,21,6.2,3.5,,,14.4,0,,,0,,0,,0,1,8,11,,0,26.5,,,,3,
2016,1,22,Trace,0,,,54.3,0,,,0,,0,,0,0,9,0,,0.5,2,,,,12,
2016,1,23,0.7,0,,,11.2,17,,,0,,0,,1.5,1,8,0,,0,2.5,,,,0,
2016,1,24,0,0,,,0,41.5,,,2,,0,,0,0,5.5,1.5,,2.5,6.5,,,,23.5,
2016,1,25,Trace,0,,,0,10.5,,,15.5,,0,,8,0.5,6.5,24.5,,27,6,,,,0.5,
2016,1,26,40.1,0,,,1,0,,,0,,0,,1,0.5,15,25.5,,0,1,,,,0,
2016,1,27,0.2,0,,,1.3,0,,,0,,2.5,,29,0,0.5,31,,0,20,,,,0,
2016,1,28,1.2,0.5,,,0,0,,,0,,2.5,,1,0.5,0,38,,0,22.5,,,,0,
2016,1,29,66.6,0,,,0.1,19.5,,,0.5,,0.5,,0,5.5,6,16.5,,0,0,,,,0,
2016,1,30,19.7,0.1,,,0,47,,,0,,0,,0,6.5,0,0.5,,0,0,,,,0,
2016,1,31,1.7,0,,,0,7,,,0,,0,,0,2,0,2,,0,17.5,,,,0,
2016,2,1,Trace,0,,,0,26.5,,,0,,2.5,,0,0.5,0,0,,0,0.5,,,,0,
2016,2,2,52.8,0,,,0,14.5,,,0,,2,,24,0,0,3.5,,1,43.5,,,,0,
2016,2,3,3.4,0,,,0,0,,,0,,49,,28,0.5,8.5,0,,0.5,0,,,,1.5,
2016,2,4,0.8,0,,,0,0.5,,,0,,1.5,,0.5,2.5,2,0.5,,0,25.5,,,,0,
2016,2,5,0.2,0,,,0,0,,,0,,0,,0,1,2.5,0.5,,0,22,,,,0,
2016,2,6,Trace,0,,,0,31,,,0,,0,,0,0,35,51,,0,0,,,,0,
2016,2,7,106.7,0,,,0,0.5,,,0,,0,,0,1.5,12,49.5,,0,0,,,,0,
2016,2,8,0.1,0,,,0,0,,,0,,0,,0,1,15.5,0.5,,0,0,,,,0,
2016,2,9,Trace,2.2,,,0,0,,,0,,0,,0,0,0,0.5,,0,1,,,,0,
2016,2,10,12.5,0,,,0.1,0,,,0,,0,,0,2.5,11,0.5,,1,4.5,,,,0,
2016,2,11,0,0,,,0.4,0,,,0,,0,,0,0.5,15,0,,0.5,3.5,,,,0,
2016,2,12,Trace,2.7,,,0,0,,,0,,0.5,,0,0.5,1,0,,24.5,10,,,,0,
2016,2,13,Trace,0,,,0,0,,,0,,11,,0,0,0,0,,9.5,0,,,,0,
2016,2,14,53.2,0,,,0,10,,,0,,0,,0,10.5,25.5,0,,0.5,0,,,,0,
2016,2,15,78.3,0,,,0,0,,,0,,0,,0,1.5,0,0,,29.5,0,,,,0,
2016,2,16,55,0,,,0.3,0,,,0,,0,,4.5,11,0,2,,0,0,,,,0,
2016,2,17,Trace,0,,,0,5,,,0,,0,,69,17,0,1,,0,8.5,,,,2.5,
2016,2,18,0,0.1,,,0,0,,,0,,0,,35.5,18.5,23.5,0,,0,0.5,,,,0,
2016,2,19,Trace,0,,,0,0.5,,,0,,0,,25.5,20,0,0,,0,0,,,,0,
2016,2,20,Trace,0,,,0,0,,,0,,0,,0,1.5,0,0,,0,0,,,,0,
2016,2,21,3.6,0,,,0,0,,,0,,1.5,,0,0,0,0,,0,0,,,,7.5,
2016,2,22,14.5,0,,,0,0,,,0,,0,,0,0,0,0.5,,0,0,,,,5,
2016,2,23,1.2,0.8,,,0.1,0.5,,,0,,5,,0,0,0,0,,0,1.5,,,,43.5,
2016,2,24,7.8,0,,,0,0,,,0,,7,,0,0,3,2.5,,0,130.5,,,,0,
2016,2,25,2,0.3,,,0,0,,,0,,17.5,,0,0.5,0,1.5,,0,16,,,,0,
2016,2,26,Trace,0,,,1,0,,,0,,0,,0,0.5,3,5,,0,27.5,,,,0,
2016,2,27,0,0,,,0.6,0,,,0,,0,,0,0,6.5,1,,0,0,,,,0,
2016,2,28,0,0,,,0.1,0,,,0,,0,,0,0.5,0.5,0,,0,0,,,,19.5,
2016,2,29,0.5,0,,,9.9,0,,,0,,0,,0,0,11,0,,0.5,0,,,,1.5,
2016,3,1,Trace,1,,,0,4,,,0,,1.5,,0,1,1,0,,1.5,0,,,,0,
2016,3,2,Trace,0,,,11.7,0.5,,,0,,44.5,,0,0.5,12.5,2,,0,59,,,,0.5,
2016,3,3,Trace,0,,,6.4,0,,,0,,3.5,,0,2.5,0.5,0,,0,49.5,,,,12,
2016,3,4,Trace,0,,,0,27.5,,,0,,0,,0,0,48,2,,13,12.5,,,,45,
2016,3,5,0.1,0,,,0,68.5,,,0,,7.5,,0,0,2,0,,2.5,0,,,,12.5,
2016,3,6,0.2,0,,,0,7.5,,,0,,0,,0,0,0,0,,0,2,,,,198,
2016,3,7,0.4,0.5,,,0,0,,,0,,0,,0,0,0,0,,0.5,26.5,,,,5.5,
2016,3,8,Trace,0,,,0,0,,,0,,0,,0,0,0,0,,0,12,,,,6,
2016,3,9,Trace,0.9,,,0,0,,,0,,0.5,,0,0.5,0,1,,1,67.5,,,,53,
2016,3,10,0.2,0,,,0,0,,,0,,17,,0,0,0,0,,0.5,42,,,,0.5,
2016,3,11,17.6,0,,,0,0,,,0,,1.5,,2.5,0.5,3.5,0,,0,60.5,,,,0,
2016,3,12,15.7,0,,,0,0,,,0,,18.5,,0.5,1.5,6.5,0,,0,14.5,,,,0,
2016,3,13,3.9,0,,,0,0,,,0,,25,,0,2.5,0.5,0,,0,6.5,,,,0,
2016,3,14,1.1,0,,,0,0,,,0,,2,,0,0,1,0,,11,56.5,,,,3,
2016,3,15,4.9,19.8,,,0,0,,,0,,2,,0,0.5,0,0,,2,0,,,,0,
2016,3,16,9.1,0.1,,,0,27,,,0,,23,,8.5,7,0.5,0,,0,0,,,,0,
2016,3,17,Trace,16,,,0,32.5,,,0,,0,,9,1,0,0,,3.5,0,,,,0,
2016,3,18,Trace,0,,,0,50,,,0,,0.5,,1.5,1.5,20,0,,0,0,,,,0,
2016,3,19,0.4,0,,,0,0,,,0,,0,,0,48,362,0,,0,0,,,,0,
2016,3,20,Trace,0,,,0.1,0,,,0.5,,0,,0,11,135,0,,0,0,,,,0,
2016,3,21,0,0,,,0,0,,,1,,0,,0,8.5,33,0,,0,8,,,,0,
2016,3,22,1.2,0,,,14.8,0,,,8,,1,,0,2.5,0,3,,0,0,,,,0,
2016,3,23,0,17.4,,,1,0,,,2,,42.5,,0,0.5,0,12.5,,0,0,,,,0,
2016,3,24,0,0,,,0.1,0,,,0,,41.5,,0,43,67,15,,12,0,,,,12.5,
2016,3,25,Trace,9,,,0.7,0,,,0,,16.5,,0,3.5,15.5,0,,2,53,,,,0,
2016,3,26,3,13.6,,,43.2,0,,,0,,0.5,,0,1,11,0,,5.5,16,,,,6,
2016,3,27,0.2,70.4,,,2.6,0,,,0,,5.5,,0,0,0,0,,4.5,8,,,,0,
2016,3,28,2.2,35.6,,,0,0,,,0,,1,,0,2,0,0,,0.5,0,,,,0,
2016,3,29,0.9,23.5,,,0,2.5,,,0,,69.5,,0,2,0,0,,0,42,,,,3.5,
2016,3,30,0,1.3,,,0,0,,,0,,1,,0,0,0,0,,1,10.5,,,,0,
2016,3,31,0.2,22.7,,,0.1,0,,,0,,0,,0,0,0,0,,5,23.5,,,,0,
2016,4,1,0.1,2.3,,,0,0,,,0,,0,,0,0,3.5,0,,10.5,1,,,,0,
2016,4,2,Trace,0.8,,,0,0,,,0,,0,,0,0,1,0,,31.5,50.5,,,,0,
2016,4,3,0,0,,,0,0,,,0,,0,,0,0,0,0,,0,50.5,,,,0,
2016,4,4,0,0,,,0,0,,,0,,0,,0,0,0,0,,0,5,,,,29,
2016,4,5,1.8,43.3,,,0,0,,,0,,0,,0,0,0,0,,0,0,,,,5.5,
2016,4,6,2.4,1,,,1.1,0,,,0,,0.5,,0,0,0,0,,0,2,,,,16,
2016,4,7,Trace,0,,,0,0.5,,,0,,7,,0,0,0,0,,1.5,0,,,,12,
2016,4,8,9.9,3.6,,,0.6,0,,,0,,0,,0,0.5,2,0,,0,0,,,,19,
2016,4,9,33.2,18,,,0,0,,,0,,0,,0,0,3.5,0,,0,0,,,,0.5,
2016,4,10,28.6,0,,,0,0,,,0,,0,,0,0,4.5,0,,0,0,,,,0,
2016,4,11,42.2,10.1,,,0,0,,,0,,0,,0,0.5,0,0,,0,0,,,,0,
2016,4,12,31.5,9.8,,,0,0,,,0,,0,,0,4,0.5,0,,0,7.5,,,,0,
2016,4,13,8.3,0,,,0.2,0,,,0,,0,,0,1,0.5,0,,0,33.5,,,,0,
2016,4,14,27,0,,,0,0,,,0,,0,,0,0,0,0,,0,0,,,,0,
2016,4,15,4.9,1.4,,,0,0,,,0,,0,,0,2,0,0,,0,0,,,,0,
2016,4,16,Trace,88.8,,,0.6,0,,,0,,0,,0,0.5,0.5,0,,0,0,,,,0,
2016,4,17,0,1.5,,,0,0,,,0,,0,,0,0,0,0,,0,0,,,,0,
2016,4,18,0,36,,,0.3,0,,,0,,14,,0,0,1,0,,18.5,0,,,,0,
2016,4,19,0,26.3,,,5.6,0,,,0,,64.5,,0,0.5,1,0,,2.5,0,,,,0,
2016,4,20,6.5,0,,,0,0,,,0,,118.5,,0,0.5,0,0,,2,0,,,,0,
2016,4,21,57.3,0,,,53,0,,,0,,7.5,,0,0.5,0,0,,0,0,,,,0,
2016,4,22,31.7,1.5,,,0,0,,,0,,0,,0,0,0,0,,0.5,0,,,,0.5,
2016,4,23,1.9,0,,,0,0,,,0,,0,,0,0.5,0,0,,0,0,,,,17,
2016,4,24,Trace,42.9,,,0,0,,,0,,23,,0,0,0,0,,0,79,,,,0,
2016,4,25,9.6,5.5,,,0,0,,,0,,18.5,,0,0,0,0,,0,0,,,,0,
2016,4,26,0.2,0,,,7.6,0,,,0,,0,,0,1.5,0,0,,0,0.5,,,,0,
2016,4,27,66.8,0,,,26.3,0,,,0,,4.5,,0,6,0,0,,0,0,,,,0,
2016,4,28,104.2,0,,,0,0,,,0,,0,,0,0,0,0,,0,0.5,,,,0,
2016,4,29,Trace,0.9,,,0,0,,,0,,1.5,,0,2,0,0,,0,32,,,,5,
2016,4,30,Trace,0,,,11.5,13.5,,,0,,11,,0,0,0,0,,0,3,,,,10.5,
2016,5,1,0,0,,,19,1.5,,,0,,8.5,,0,0.5,0.5,0,,0,0,,,,0,
2016,5,2,0,19.8,,,0,0,,,0,,0,,0,7.5,0.5,11,,0,0,,,,0,
2016,5,3,0,25.4,,,0,1,,,0,,0,,0,83,2,2,,0,0,,,,87.5,
2016,5,4,Trace,16.5,,,3.3,10.5,,,0,,9.5,,0,187.5,0,0,,0,1.5,,,,9,
2016,5,5,6.2,0,,,0.7,0,,,0,,97,,0,84,0,0,,0,3.5,,,,39.5,
2016,5,6,1.6,0,,,15.1,0,,,0,,15.5,,0,4,0,0,,3,0,,,,65,
2016,5,7,0,0,,,0.1,0,,,0,,47.5,,0,27,0,0,,11,0,,,,1,
2016,5,8,0,0,,,3.5,0,,,0,,4,,0,4,0,0,,7,0,,,,1.5,
2016,5,9,Trace,0,,,0,0,,,0.5,,0.5,,1.5,0,0,0,,0,0,,,,7,
2016,5,10,Trace,0,,,0,0,,,0,,29.5,,14,0,0,0,,7.5,17,,,,1,
2016,5,11,Trace,19.7,,,4.2,0,,,0,,2,,22.5,0,0,0,,0,150,,,,0.5,
2016,5,12,0,34.9,,,47.3,0,,,0,,18.5,,12.5,0,0,0,,0,161,,,,0,
2016,5,13,0,0.4,,,29.3,0,,,0,,0,,8,0,0,0,,0,0,,,,0,
2016,5,14,8,0.6,,,0,0,,,0.5,,14.5,,0,7.5,0,0,,17.5,78.5,,,,0,
2016,5,15,3,15,,,0.3,0,,,0,,41.5,,0,15,0,0,,14,3.5,,,,0,
2016,5,16,0,0,,,12.1,0,,,0,,1,,0,7,0,0,,54.5,0,,,,0,
2016,5,17,6.9,0,,,0,0,,,0,,0.5,,0,4,0,0,,62,3,,,,0,
2016,5,18,66.6,5.1,,,0,0,,,0,,0,,0,1,0,0,,18,0.5,,,,0,
2016,5,19,Trace,19.3,,,0,0,,,0,,0,,0,55.5,0,0,,0.5,0,,,,0,
2016,5,20,1.2,0.3,,,0,0,,,0,,4,,0,1,0,0,,0,0,,,,0,
2016,5,21,0.1,0,,,0,0,,,0,,0,,0,1.5,0,0,,21,0,,,,0,
2016,5,22,14.8,0,,,0,0,,,2,,0,,0,0,0,5,,19.5,2,,,,0,
2016,5,23,0.3,0,,,0,0,,,0,,0,,0.5,3,0,0,,3,0,,,,4.5,
2016,5,24,4.7,0,,,0,0,,,0,,0,,0,16.5,0,0,,0,0,,,,58.5,
2016,5,25,50.1,0,,,0.4,6,,,0.5,,2,,0,7.5,0,0,,13.5,0,,,,3,
2016,5,26,1.2,1.5,,,0,3.5,,,47.5,,0,,0,68,1,0,,153.5,0,,,,0,
2016,5,27,34.8,2.3,,,0.2,0,,,39,,0,,0,9,1,0,,1,0,,,,45.5,
2016,5,28,21.3,0,,,0,0,,,0,,14.5,,0,1.5,0,0,,0,0,,,,107.5,
2016,5,29,8,0,,,0,0,,,0.5,,4,,0,23,0,0,,11.5,0,,,,15,
2016,5,30,Trace,5.5,,,0,0,,,1.5,,11.5,,0,53,0,6,,0.5,0,,,,0,
2016,5,31,17.4,14.2,,,0,0,,,0,,0,,0,89,9.5,0,,0,0,,,,0,
2016,6,1,1.6,133.8,,,3.6,0,,,0,,8,,0,27.5,4.5,0,,0.5,0,,,,0,
2016,6,2,Trace,16.9,,,4.1,7.5,,,0,,7,,3,5.5,0.5,0,,217,1.5,,,,0,
2016,6,3,5.2,0,,,5.6,0.5,,,0,,0.5,,1,61.5,1.5,0,,268.5,1.5,,,,0,
2016,6,4,Trace,56,,,2.9,0,,,0,,0,,18.5,52.5,2,0,,93.5,0,,,,0,
2016,6,5,0,0.5,,,0,0,,,0,,0,,0,1.5,0,0,,6.5,0.5,,,,0,
2016,6,6,0,0,,,0.4,0,,,0,,0.5,,0,9.5,3.5,0,,0,0,,,,0,
2016,6,7,1.6,0,,,0.4,0,,,0,,0,,0,20.5,1.5,0,,0,0,,,,1.5,
2016,6,8,0,0,,,0,0,,,0,,3.5,,0,11,0.5,0,,0.5,0,,,,0,
2016,6,9,66.9,8.5,,,0,0,,,0,,0,,0,10.5,0,0,,6,0,,,,2,
2016,6,10,0.2,9.4,,,0,0,,,0,,0,,0,3,0,0,,20,0,,,,1,
2016,6,11,0,1.8,,,0,0,,,0,,0,,0,22.5,0,0,,3.5,0.5,,,,11.5,
2016,6,12,0,1.3,,,0,0,,,2.5,,0,,0,3,0,0,,7,1.5,,,,0.5,
2016,6,13,0,1.4,,,0,0,,,0,,0,,0,1.5,0,0,,0,0.5,,,,19.5,
2016,6,14,5.5,1.1,,,0,3,,,24,,0,,0,0.5,0,0,,2,1,,,,0,
2016,6,15,0.7,2.6,,,0,0.5,,,6.5,,5,,0,0,0,0,,0,70,,,,6,
2016,6,16,0,0.7,,,0,7.5,,,0,,0,,0,0,0.5,0,,0,54.5,,,,26,
2016,6,17,0,0,,,0,4.5,,,6,,1.5,,0,0,0,0,,0,0,,,,2,
2016,6,18,0,0.1,,,0,0,,,0,,43,,0,0,0,0,,0,0,,,,0,
2016,6,19,0,0,,,0,0,,,11,,0,,0,0.5,0,0,,0,40.5,,,,0,
2016,6,20,0,0,,,0.2,7,,,0,,2.5,,0,0,0.5,0,,0,6.5,,,,0,
2016,6,21,Trace,0,,,0,1,,,0,,2.5,,0,3.5,0,0,,0,0,,,,5,
2016,6,22,13.5,3.8,,,8.3,0,,,0,,28,,0,24,2.5,0,,1,0,,,,0,
2016,6,23,Trace,0,,,14.8,0,,,0,,0,,0,40,0,0,,0.5,0,,,,0,
2016,6,24,0,0,,,0,2,,,0,,23.5,,0,104.5,0,0,,0,0,,,,0,
2016,6,25,Trace,0,,,0.1,1.5,,,0,,3,,0.5,4.5,0,0,,1,0,,,,0,
2016,6,26,Trace,40.7,,,9.3,0.5,,,0,,0,,4.5,14.5,0.5,0,,0,0,,,,0,
2016,6,27,Trace,0,,,0.1,0,,,4.5,,0,,2,87,0,0,,2.5,0,,,,0,
2016,6,28,0,50.2,,,0,0,,,2,,0,,0,5,0.5,0,,2,0,,,,0,
2016,6,29,0,3.8,,,1.2,15,,,0,,0,,0,5,1,0,,28.5,0,,,,0,
2016,6,30,0,0,,,1,0,,,0,,0,,0,0.5,0,0,,0.5,0,,,,0,
2016,7,1,0,0.1,,,0.1,0,,,0,,0,,0,4,0,15.5,,0,0,,,,0,
2016,7,2,0,0,,,0.1,0,,,0,,0,,0,1,0.5,2.5,,0,0,,,,0,
2016,7,3,Trace,59.3,,,0,0,,,0.5,,0,,0,0.5,5,2.5,,0,0,,,,0,
2016,7,4,0,6.3,,,58.3,0,,,1,,0.5,,0,0,0,0,,0,0,,,,0,
2016,7,5,0,2.2,,,1.3,0,,,0,,0,,0,0,1.5,0,,0,0,,,,19,
2016,7,6,0,0,,,8.8,0,,,2.5,,0,,1.5,0,0.5,0.5,,0,0,,,,0,
2016,7,7,3.2,0,,,34.2,0,,,21,,0,,0,1,1,3,,0,0,,,,1,
2016,7,8,0.4,0,,,1.1,0,,,0,,16,,0,4.5,0,0,,0,0,,,,0,
2016,7,9,Trace,2.5,,,0,0,,,27,,274.5,,0,1,2,0,,0,0,,,,0,
2016,7,10,0,0.1,,,0,0,,,12.5,,130.5,,13,1,0.5,0,,0,0,,,,7.5,
2016,7,11,0,6.4,,,0,0,,,0,,29,,0,3.5,0,0,,0,0,,,,0,
2016,7,12,0,47.3,,,0,0,,,0,,0,,0,0.5,0,0,,0,0,,,,0,
2016,7,13,0,54.4,,,0,0,,,0,,0,,0,0,2,0,,12.5,0,,,,0,
2016,7,14,Trace,10.4,,,0,0,,,0,,96,,0,0,3,0,,0,6,,,,0.5,
2016,7,15,0,11.5,,,0,0,,,0,,19.5,,0,0,1.5,0,,0,1.5,,,,0.5,
2016,7,16,0,0.8,,,0,0,,,35,,4.5,,3,0,0.5,0,,0,0,,,,0,
2016,7,17,0,0,,,0,0,,,4,,0,,0,0,0,0,,0,1.5,,,,15.5,
2016,7,18,0,42.1,,,5.3,0,,,0,,0,,0,0,0,0,,12.5,0,,,,7.5,
2016,7,19,0,41.2,,,0,0,,,0,,0,,0,0,2,0,,0,0,,,,4,
2016,7,22,0,49.2,,,0,0,,,0,,0,,0,0,0.5,0,,0,0,,,,11,
2016,7,23,0,29.6,,,0,0,,,0,,0,,0,0,0,0,,0,0,,,,4,
2016,7,24,0,19.8,,,0,0,,,0,,0,,1,2.5,0,0,,0,0,,,,0,
2016,7,25,Trace,1.3,,,0,0,,,0,,0,,0,0.5,0.5,0.5,,0.5,0,,,,0,
2016,7,26,Trace,0,,,26.7,0,,,0,,0,,0,0,0,2,,0,0,,,,0.5,
2016,7,27,Trace,30.8,,,0.6,0,,,1,,0,,0,9.5,2.5,1,,0,0,,,,0,
2016,7,28,0,14.1,,,10.6,74,,,0,,0,,0,4,1.5,0,,5,0,,,,0,
2016,7,29,0,0,,,81.6,9,,,0,,0,,0.5,23,0,0,,31,0,,,,0,
2016,7,30,Trace,0,,,1,0,,,0,,0,,0,110,0.5,0,,55,0,,,,0,
2016,7,31,0,0,,,3.3,0,,,0,,0,,0,8,7.5,0,,45.5,0,,,,0,
2016,8,1,0,0,,,0,0,,,0,,0.5,,0,1.5,2,0,,33,0,,,,0,
2016,8,2,Trace,0.1,,,0,0,,,0,,0,,0,9.5,22.5,0,,3.5,0,,,,0,
2016,8,3,0.2,0,,,23.2,0,,,0,,0,,0,89.5,34.5,0,,93.5,0,,,,0,
2016,8,4,Trace,6.4,,,0,2,,,0,,0,,0,106,36.5,1,,1.5,0,,,,0,
2016,8,5,Trace,0,,,0,1.5,,,0,,0,,0,18,38.5,4.5,,0,0,,,,0,
2016,8,6,Trace,0,,,0,1.5,,,0,,0,,0,54,9,8,,0,0,,,,0,
2016,8,7,0,0,,,11,2.5,,,0,,0,,0,0,0,0,,0,0,,,,0,
2016,8,8,0,0,,,2.7,0,,,0.5,,0,,0,0,0,0,,0,0.5,,,,0,
2016,8,9,0,0.9,,,37.8,4,,,0.5,,0,,0,0,0,0,,3.5,1,,,,0,
2016,8,10,0,0,,,15.9,0,,,0,,0,,0,2.5,0,0,,20.5,4,,,,0,
2016,8,11,0,11.5,,,0.1,0,,,0,,5,,0,133.5,0,0,,30.5,0.5,,,,0,
2016,8,12,0,0.1,,,0,0,,,24,,0,,0,16,0,0,,1,0,,,,0,
2016,8,13,0,54.7,,,8.8,0,,,11,,0,,0,21,0,0,,0,0,,,,0,
2016,8,14,0,9,,,0,0,,,0,,0,,0,15,0.5,0.5,,2.5,0,,,,0,
2016,8,15,0,39.8,,,1.9,0,,,68,,0,,0,3.5,0,0,,34.5,0,,,,0,
2016,8,16,0,0.1,,,3.8,0,,,117,,0,,0,0,0,0,,50,0,,,,0,
2016,8,17,0,0,,,0,0,,,24.5,,0,,0,0,0.5,0,,84.5,0,,,,0,
2016,8,18,0,0,,,23.7,0,,,21.5,,0,,0,3.5,5,0,,0.5,0,,,,0,
2016,8,19,0,0,,,0.2,0,,,53.5,,0,,20.5,67,0,0,,0,0,,,,0,
2016,8,20,0,0,,,0,0,,,9,,0,,7,0.5,0,0,,0,0,,,,0,
2016,8,21,0.3,5,,,0,0,,,2,,0,,1.5,0.5,0,0,,0,0,,,,0,
2016,8,22,0.1,0,,,0,0,,,0,,0,,0,0.5,0,0,,0,0,,,,0,
2016,8,23,Trace,3.4,,,0,0,,,0,,0,,0,3.5,0,0.5,,0,0,,,,0,
2016,8,24,0,31.1,,,0,0,,,0,,0,,0,16,0,0,,18,6,,,,0,
2016,8,25,Trace,43.9,,,66.7,6.5,,,0,,4.5,,0,0,0,0,,37.5,4.5,,,,0,
2016,8,26,Trace,100.9,,,0,3.5,,,5,,0,,0,24.5,0,0,,0,0,,,,0,
2016,8,27,0,140.5,,,0,1,,,52,,0,,0,0,0.5,0,,0,0,,,,0,
2016,8,28,0,3.8,,,0,0,,,0,,0,,2.5,0,2,0,,0,0,,,,0,
2016,8,29,0,0,,,6.5,0,,,0,,0,,0,0,0,0,,0,0,,,,7.5,
2016,8,30,0,28,,,0.8,0.5,,,0,,0,,1,0,0,0,,7,1.5,,,,0,
2016,8,31,0,0,,,0.2,0,,,61.5,,0,,0,0,4,0,,3,2,,,,0,
2016,9,1,0,0.4,,,1.2,0,,,14.5,,0,,0,11.5,1,0,,6,0,,,,0.5,
2016,9,2,0,0,,,0,0,,,0,,0,,0,0.5,0.5,73,,0,0,,,,0,
2016,9,3,Trace,0.4,,,0,0,,,12,,0,,0,0,53,0,,6.5,0.5,,,,0,
2016,9,4,0,2.7,,,16,0,,,14.5,,0,,0,0,6,0,,1.5,0,,,,0,
2016,9,5,0,5.3,,,34,0,,,0,,0,,0,0,2.5,0,,10,0,,,,0,
2016,9,6,0,0,,,0,0,,,44,,0,,9,0,1.5,0,,68,0,,,,0,
2016,9,7,0,3.1,,,0,0,,,49,,0,,10,0,1,3.5,,2.5,0,,,,0,
2016,9,8,0,7.7,,,0.2,0,,,40,,0,,0,0,34,2.5,,3.5,0,,,,0,
2016,9,9,0,0,,,0,0,,,1,,0,,1.5,0,0.5,0,,4,0,,,,0,
2016,9,10,0,15.1,,,0,0,,,0.5,,0,,49.5,0,0,0,,81.5,0,,,,0,
2016,9,11,0,0,,,15,1,,,0,,0,,2,0,1,0,,1,0,,,,0,
2016,9,12,0,1.9,,,65.7,4.5,,,0,,0,,12,0,7,0,,9.5,0,,,,0,
2016,9,13,0,0,,,0.2,0,,,1,,0,,0.5,3.5,2.5,0,,190,0,,,,0,
2016,9,14,0,0,,,0.5,0,,,0,,0,,0.5,5.5,0,9,,2,0,,,,0,
2016,9,15,0,0,,,0,0,,,0,,0,,0,0.5,0,0,,61,0,,,,0,
2016,9,16,0,0,,,0,0,,,0,,0,,0,1,0,0,,57.5,3.5,,,,0,
2016,9,17,0,0,,,0,0,,,8.5,,0,,0,23.5,0,0,,23.5,10.5,,,,0,
2016,9,18,0,15.9,,,0,0,,,2.5,,0,,0,0.5,0,0,,0.5,0,,,,0,
2016,9,19,Trace,12.5,,,12.8,0,,,0,,0,,0,0,0,2.5,,22,0,,,,0,
2016,9,20,0,75.9,,,9.5,8,,,0.5,,0,,0,0,0,0,,3,1,,,,17,
2016,9,21,0,4.6,,,106.7,0,,,0.5,,0,,0,0.5,0,0,,0,1,,,,0.5,
2016,9,22,0,0.8,,,0,0,,,0.5,,12.5,,0,0,0,0,,2,0,,,,0,
2016,9,23,0,0.5,,,46.4,0,,,0,,6.5,,0,13,0,0,,0,0,,,,0,
2016,9,24,0,1.1,,,0,0,,,0,,0,,0,131,0,0,,0,0,,,,36,
2016,9,25,0,4.3,,,7.3,0,,,3.5,,0.5,,0,14,0,0,,3,0,,,,0,
2016,9,26,0,0,,,79.7,7.5,,,0.5,,0.5,,0,4,0,0,,4.5,0,,,,0,
2016,9,27,0,0,,,28.3,0,,,16.5,,0,,0,0.5,0,0.5,,0,0,,,,0,
2016,9,28,0,0,,,0.3,1,,,5,,4,,0,0,1,56.5,,83,0,,,,0,
2016,9,29,0,0.3,,,0,0,,,21.5,,4.5,,0.5,0.5,0,0,,0,0,,,,0,
2016,9,30,0,0,,,1.9,0,,,7.5,,0,,2.5,0.5,1.5,0,,0,0,,,,0,
2016,10,1,0,3.5,,,4.4,3,,,0,,0,,0,12.5,0,22.5,,0,2.5,,,,0,
2016,10,2,0,0,,,3.9,0,,,0,,0,,0,1.5,0,1,,0,1,,,,0,
2016,10,3,0,0,,,7.8,21,,,13,,0,,0,0,0,0,,25,0.5,,,,0,
2016,10,4,0,2,,,0.1,0,,,30.5,,0,,0,0,0.5,0,,3,2,,,,0,
2016,10,5,0,0.5,,,0,0.5,,,56.5,,0,,0,0,0,0,,0,3,,,,1.5,
2016,10,6,0,0,,,0,6,,,0,,0,,0,0,0,3.5,,0,0,,,,0,
2016,10,7,0,0,,,0,0,,,0.5,,0,,0,0,0,172.5,,0,13,,,,0.5,
